storyid,sentence1,sentence2,sentence3,sentence4,sentence5,label
4956ea6c-f5bf-4b14-ba63-66837c13c76f-c,"Cal got an ice cream making machine for his birthday. —— HasPrerequisite: buy some ice cream, buy ice cream, buy some —— Causes: you get fat, happy, party.","He was so excited to try it out! —— HasPrerequisite: be smart, have tooth, be tall —— Causes: you to feel sad, you feel good, you feel sad.","He added all the ingredients. —— HasPrerequisite: have ingredient, get ingredient, mix —— Causes: food to be cook, stir, food to cook.","Then he turned the crank and watched eagerly. —— HasPrerequisite: turn crank, crank up, crank —— Causes: grind grind to stop, car to start, car start.","A big bowl of chocolate ice cream was soon ready. —— HasPrerequisite: buy ice cream, scoop up scoop, spoon —— Causes: ice cream to melt, you eat it, ice cream.",1
4956ea6c-f5bf-4b14-ba63-66837c13c76f-c,"Cal got an ice cream making machine for his birthday. —— HasPrerequisite: buy some ice cream, buy ice cream, buy some —— Causes: you get fat, happy, party.","He was so excited to try it out! —— HasPrerequisite: be smart, have tooth, be tall —— Causes: you to feel sad, you feel good, you feel sad.","He added all the ingredients. —— HasPrerequisite: have ingredient, get ingredient, mix —— Causes: food to be cook, stir, food to cook.","Then he turned the crank and watched eagerly. —— HasPrerequisite: turn crank, crank up, crank —— Causes: grind grind to stop, car to start, car start.","A big bowl of chocolate ice cream was soon ready. —— HasPrerequisite: buy ice cream, scoop up scoop, spoon —— Causes: ice cream to melt, you eat it, ice cream.",0
2cae4a7e-058b-4e73-96a3-0cdcad6d6b01-c,"Bob's family packed their bags for their trip to Florida. —— HasPrerequisite: go to florida, go to beach, have family —— Causes: death, family reunion, family gather.","They drove to the airport and got on the plane. —— HasPrerequisite: go to airport, get in car, buy ticket —— Causes: crash, get to crash site, fun.","The plane landed, and they went to their hotel. —— HasPrerequisite: use elevator, room, have room —— Causes: they stay in hotel, sleep in hotel, they stay in motel.","At the hotel, they ordered room service and went to bed. —— HasPrerequisite: have room to sleep, have room, have bed —— Causes: sex, sleep in, sleep.","They slept well and woke up well rested. —— HasPrerequisite: go to bed, be quiet, sleep —— Causes: they dream, sleep, dream.",1
2cae4a7e-058b-4e73-96a3-0cdcad6d6b01-c,"Bob's family packed their bags for their trip to Florida. —— HasPrerequisite: go to florida, go to beach, have family —— Causes: death, family reunion, family gather.","They drove to the airport and got on the plane. —— HasPrerequisite: go to airport, get in car, buy ticket —— Causes: crash, get to crash site, fun.","The plane landed, and they went to their hotel. —— HasPrerequisite: use elevator, room, have room —— Causes: they stay in hotel, sleep in hotel, they stay in motel.","At the hotel, they ordered room service and went to bed. —— HasPrerequisite: have room to sleep, have room, have bed —— Causes: sex, sleep in, sleep.","They slept well and woke up well rested. —— HasPrerequisite: go to bed, be quiet, sleep —— Causes: they dream, sleep, dream.",0
dfe9c7d2-cca0-4d1f-80f9-aea732b75434-c,"I just started doing ebay for my sister in law. —— HasPrerequisite: practice practice practice law, practice law, lawyer —— Causes: get lawyer, you get lawyer, get marry.","She lost her husband a few months ago. —— HasPrerequisite: lose baby, lose child, have child —— Causes: grief, sorrow, sadness.","She wanted to sell things on ebay in order to keep busy. —— HasPrerequisite: get order, order food, go to cafe —— Causes: order food, get food, eat.","I listed twelve items for her and made $120.00 —— HasPrerequisite: use calculator, calculator, have money —— Causes: i would lose money, i would not get pay, i would get money.","She was grateful, so she bought me lunch. —— HasPrerequisite: have something to eat, eat it, have food —— Causes: eat it, indigestion, eat.",1
dfe9c7d2-cca0-4d1f-80f9-aea732b75434-c,"I just started doing ebay for my sister in law. —— HasPrerequisite: practice practice practice law, practice law, lawyer —— Causes: get lawyer, you get lawyer, get marry.","She lost her husband a few months ago. —— HasPrerequisite: lose baby, lose child, have child —— Causes: grief, sorrow, sadness.","She wanted to sell things on ebay in order to keep busy. —— HasPrerequisite: get order, order food, go to cafe —— Causes: order food, get food, eat.","I listed twelve items for her and made $120.00 —— HasPrerequisite: use calculator, calculator, have money —— Causes: i would lose money, i would not get pay, i would get money.","She was grateful, so she bought me lunch. —— HasPrerequisite: have something to eat, eat it, have food —— Causes: eat it, indigestion, eat.",0
d16f3db1-69fd-4358-8f7e-ad151b614012-c,"Lana was overweight and out of shape for most of her life. —— HasPrerequisite: eat lot, eat lot of food, diet —— Causes: obesity, poor health, low blood pressure.","As a young adult, she finally got tired of being overweight. —— HasPrerequisite: go to bed, exercise, sleep —— Causes: get old, tiredness, fatigue.","She began regularly exercising and eating healthier. —— HasPrerequisite: go to bathroom, have bath, have tooth —— Causes: you feel sad, you will be happy, feel sad.","By the end of the year, she finally felt ready to hike a mountain. —— HasPrerequisite: go to mountain, climb mountain, climb —— Causes: relax, rest, fall.","Lana became incredibly obese and struggled with her weight later. —— HasPrerequisite: weigh, diet, weight —— Causes: weight gain, weight loss, her to look fat.",0
d16f3db1-69fd-4358-8f7e-ad151b614012-c,"Lana was overweight and out of shape for most of her life. —— HasPrerequisite: eat lot, eat lot of food, diet —— Causes: obesity, poor health, low blood pressure.","As a young adult, she finally got tired of being overweight. —— HasPrerequisite: go to bed, exercise, sleep —— Causes: get old, tiredness, fatigue.","She began regularly exercising and eating healthier. —— HasPrerequisite: go to bathroom, have bath, have tooth —— Causes: you feel sad, you will be happy, feel sad.","By the end of the year, she finally felt ready to hike a mountain. —— HasPrerequisite: go to mountain, climb mountain, climb —— Causes: relax, rest, fall.","Lana became incredibly obese and struggled with her weight later. —— HasPrerequisite: weigh, diet, weight —— Causes: weight gain, weight loss, her to look fat.",1
5de1b155-94c8-4a02-9b69-05c10bd36611-c,"Jim went out to eat. —— HasPrerequisite: go to bar, drink beer, go to meet —— Causes: you feel sad, depression, you feel good.","He ordered the stake. —— HasPrerequisite: use your hand, use knife, have stake —— Causes: kill person, death, pain.","He ate it up with a smile. —— HasPrerequisite: tooth, have tooth, smile —— Causes: happiness, you feel happy, you feel good.","However, he could not pay the sixty dollar bill. —— HasPrerequisite: use your credit card, have money, use money —— Causes: debt, poverty, you get something.","Jim only had eighty dollars. —— HasPrerequisite: spend it wisely, spend it, use your hand —— Causes: bankruptcy, depression, suicide.",0
5de1b155-94c8-4a02-9b69-05c10bd36611-c,"Jim went out to eat. —— HasPrerequisite: go to bar, drink beer, go to meet —— Causes: you feel sad, depression, you feel good.","He ordered the stake. —— HasPrerequisite: use your hand, use knife, have stake —— Causes: kill person, death, pain.","He ate it up with a smile. —— HasPrerequisite: tooth, have tooth, smile —— Causes: happiness, you feel happy, you feel good.","However, he could not pay the sixty dollar bill. —— HasPrerequisite: use your credit card, have money, use money —— Causes: debt, poverty, you get something.","Jim only had eighty dollars. —— HasPrerequisite: spend it wisely, spend it, use your hand —— Causes: bankruptcy, depression, suicide.",1
ab7a1936-1d8a-4185-8f84-f3e94b5a9776-c,"As soon as the light turned green, the cars accelerated. —— HasPrerequisite: use your hand, get on freeway, brake —— Causes: car to crash, car to lose control, car to go fast.","Jimmy took the lead until the third lap. —— HasPrerequisite: be in shape, be fast, go to park —— Causes: third lap, you will be out of breath, win game.","Brian caught up and was ahead by a few feet. —— HasPrerequisite: agility, balance, run —— Causes: fall down, fall, trip over.","The lead became bigger since Brian's far was faster. —— HasPrerequisite: get car, go outdoors, go to beach —— Causes: death, become small, get big.","Brian was not a very good driver. —— HasPrerequisite: go to baseball game, go to school, go to movie —— Causes: depression, death, you get drunk.",0
ab7a1936-1d8a-4185-8f84-f3e94b5a9776-c,"As soon as the light turned green, the cars accelerated. —— HasPrerequisite: use your hand, get on freeway, brake —— Causes: car to crash, car to lose control, car to go fast.","Jimmy took the lead until the third lap. —— HasPrerequisite: be in shape, be fast, go to park —— Causes: third lap, you will be out of breath, win game.","Brian caught up and was ahead by a few feet. —— HasPrerequisite: agility, balance, run —— Causes: fall down, fall, trip over.","The lead became bigger since Brian's far was faster. —— HasPrerequisite: get car, go outdoors, go to beach —— Causes: death, become small, get big.","Brian was not a very good driver. —— HasPrerequisite: go to baseball game, go to school, go to movie —— Causes: depression, death, you get drunk.",1
