text,emotionlist
They played until they were tired.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Now they are all taking naps.,"[u'joy', u'trust']"
It took us three days to climb the mountain.,"[u'anticipation', u'joy', u'fear', u'trust', u'sadness']"
As we neared the top we found a place to make camp.,[]
We layed down our gear and decided to check the view.,"[u'anticipation', u'trust', u'surprise', u'joy']"
Above the trees on a rocky hill we stood.,[]
The whole valley lay out before us in all its beauty.,"[u'anticipation', u'joy', u'trust', u'surprise']"
While Tim and Barry were outside they found a big empty box.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
It looked like a good box to make a fort out of.,"[u'trust', u'joy', u'anticipation', u'surprise']"
They carried the box all the way to Tim's house.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"After they cut the door for the box, a bird flew in.","[u'anticipation', u'joy', u'anger', u'surprise', u'fear', u'trust']"
"When Barry came in the fort, the bird sat on his shoulder.","[u'anticipation', u'joy', u'trust', u'surprise']"
The nation had been obsessed with the new show all summer.,[]
It was time for the finale!,[]
The plot took twists and turns.,[]
The ending was something no one had expected!,[]
The viewers hoped there would be a season 2.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Jane was a substitute teacher.,"[u'anticipation', u'joy', u'sadness', u'trust']"
She had to teach a first grade class.,"[u'anticipation', u'joy', u'disgust', u'surprise', u'fear', u'trust']"
One of the kids kept eating glue.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Jane kept making him stop.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He had a giant freakout over it each time.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Mark was going to a local beekeeper to get some fresh honey.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Once he got there the beekeeper asked if Mark would like a tour.,"[u'anticipation', u'joy', u'trust', u'disgust', u'surprise']"
Mark decided the tour would be an awesome start to the day.,"[u'joy', u'anticipation', u'surprise']"
The beekeeper showed him the entire facility.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Mark went home and told his family about the experience.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Bob was playing league of legends.,"[u'joy', u'anticipation']"
He was losing every game.,"[u'anger', u'surprise', u'sadness', u'disgust']"
Bob kept swearing at his teammates.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
His teammates reported him after the game.,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Bob was banned from the game for a month afterwards.,"[u'anger', u'surprise', u'sadness', u'disgust', u'joy']"
Derek was very sad.,"[u'anticipation', u'joy', u'sadness', u'trust', u'surprise']"
His first surfboard seemed to be a total waste of money.,"[u'anger', u'surprise', u'sadness', u'fear', u'disgust']"
He had tried and tried to ride a wave.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
This was his last attempt as he paddled with the wave.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'fear', u'trust']"
"He stood and it all came together, he was riding the wave.","[u'anticipation', u'joy', u'trust', u'surprise']"
My first date was when i was eighteen years old.,"[u'joy', u'sadness', u'anticipation', u'fear', u'surprise']"
It was with my first boyfriend.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
We watched movie first.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
Then we ate in a restaurant.,"[u'trust', u'joy', u'anticipation']"
After that he took me to a small zoo and it's amazing for me.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Tim was in his school's spelling bee.,"[u'anticipation', u'joy', u'fear', u'trust']"
He had a pretty good chance to win.,"[u'trust', u'joy', u'fear', u'anticipation']"
He started getting nervous toward the end.,"[u'fear', u'anticipation', u'sadness']"
Yet he was skilled enough for it not to matter.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Tim easily took first place.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Jasmine always wanted to be a Broadway star.,"[u'anticipation', u'joy', u'trust']"
She practiced singing and dancing every day.,"[u'anticipation', u'joy', u'fear', u'trust']"
"One day, she finally got to audition for a big show.","[u'joy', u'fear', u'anticipation', u'surprise']"
Jasmine didn't get a part in the show.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
She learned that you can't always get what you want.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'trust']"
Gina was taking the posters out of a magazine she bought.,[]
She found there were only four posters.,"[u'anger', u'surprise', u'sadness', u'disgust', u'joy']"
The front of the magazine promised eight.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
"Gina unfolded one, and discovered they were double sided.","[u'anger', u'joy', u'sadness', u'anticipation', u'surprise']"
Gina now had to choose which of the two she liked more.,"[u'anticipation', u'joy', u'trust', u'surprise']"
There was a sale on potatoes at Lindsay's local grocery store.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Lindsay bought two bags of potatoes.,"[u'joy', u'anticipation']"
She forgot about the potatoes.,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The potatoes went bad.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'fear']"
Lindsay ended up throwing away the potatoes she bought.,"[u'anger', u'sadness', u'disgust']"
Karina just got new blocks to play with.,"[u'joy', u'anticipation']"
Karina loves to play with blocks.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Today took her blocks out of the toy box.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Karina played with the blocks for at least an hour before bed.,"[u'anticipation', u'joy', u'trust']"
Karina was tired from concentrating on the blocks.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Ted wanted a new alarm clock.,[]
He could never hear his alarm clock.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
He slept in late too many times.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He went to the store and bought a huge one.,"[u'anticipation', u'surprise', u'trust', u'joy']"
He finally was early to something.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Zeke wanted to become the senator of Texas.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
He decided to major in political science at university.,"[u'trust', u'joy', u'anticipation']"
"After he graduated, he got a job as the secretary to a senator.","[u'anticipation', u'joy', u'trust', u'surprise']"
The senator retired and Zeke decided to run for election.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
Zeke won the election and was finally the senator of Texas.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tammy was taking dance lessons and wanted to show off.,"[u'anticipation', u'joy', u'trust']"
She called her friends up and arranged a date night.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"Arriving at the bar, she didn't like the music and asked to change it.","[u'anger', u'surprise', u'anticipation', u'disgust']"
"After the new music came on, Tammy got on the dance floor to show off.","[u'anticipation', u'joy', u'trust', u'surprise']"
"Shortly after, everyone in the bar joined her on the floor.","[u'anticipation', u'joy', u'trust', u'surprise']"
Tom was watching basketball with his friend Jamal.,"[u'anticipation', u'joy', u'trust', u'surprise']"
They decided to go outside and try to dunk like they do on TV.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Jamal got his first dunk in easily.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"Tom now tried and hit the rim hard, and fell harder.","[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"Tom hurt his ankle, and found out the hard way it's not easy to dunk.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Longshanks Jerb was a hermit.,[]
He lived alone on a mountain in exile.,[]
One day a group of kids finally managed to pry his secret from him.,"[u'anger', u'surprise', u'fear', u'anticipation', u'joy']"
They asked why he was in exile.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
His response was only that he hurt someone he loved.,"[u'anger', u'sadness', u'fear', u'disgust']"
Timmy told a lie.,"[u'fear', u'anticipation', u'sadness', u'disgust']"
He told his mom that his sister took the last muffin.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
But he thought it was okay because his mom didn't know.,"[u'joy', u'fear', u'anticipation', u'sadness']"
"But then his sister told on him, and his mom knew he was lying.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Now he is grounded for a week.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
A large storm blew through town.,[]
The wind was so strong it uprooted a large maple tree.,[]
The tree fell over on the bridge into town.,[]
The bridge collapsed from the tree.,[]
Later an engineer determined that it could not be repaired at all.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
It was a perfect fall day in North Carolina for doing work outdoors.,[]
The sky was clear and temperature was just nice.,[]
"Al and his son, Bob, decided to build a greenhouse.","[u'anticipation', u'joy', u'trust']"
They would need it for their vegetables in winter.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'trust']"
They accomplished a good deal of work by the end of the day.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Daniel collected magnets everywhere he went.,"[u'anticipation', u'joy', u'trust', u'surprise']"
He had a huge collection at home.,"[u'joy', u'anticipation']"
His fridge and doors were covered and he had more still.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Daniel began to wonder if anyone had ever collected so many magnets.,"[u'joy', u'anticipation', u'surprise']"
"After counting them, he found that he had set a world record.","[u'trust', u'joy', u'anticipation', u'surprise']"
My brother was set to graduate college so we all went to visit.,"[u'anticipation', u'joy', u'trust', u'surprise']"
The road trip was very long but definitely worth it.,"[u'joy', u'anticipation']"
He asked how our trip was and we said it was fine.,"[u'anticipation', u'joy', u'trust', u'surprise']"
The next day we all met up at the stadium where it was being held.,"[u'joy', u'anticipation', u'surprise']"
We got lots of pictures of him graduating.,"[u'anticipation', u'joy', u'trust', u'surprise']"
I've always wanted a new pool.,[]
I've contacted a pool company and they gave me the build plans.,"[u'trust', u'joy', u'anticipation', u'surprise']"
The pool company arrived and started working on it.,[]
Finally they were finished making my pool after a week.,"[u'trust', u'joy', u'anticipation', u'surprise']"
"The pool requires a lot of maintenance ,but was completely worth it.","[u'joy', u'trust']"
Ben liked to compete with his dog in Schutzhund tests.,"[u'anticipation', u'joy', u'trust']"
"He had trained Nero, his Rottweiler, for over a year.","[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Today was Nero's first test.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Nero was startled at first but then enjoyed every minute of the test.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
"Nero came in second place, pleasing Ben enormously.","[u'anticipation', u'surprise', u'sadness', u'trust', u'joy']"
Bea begged her mom for a puppy.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'fear', u'trust']"
Bea's mom gave her a fern instead.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"Her mom said that if Bea took good care of the fern, she'd get a dog.","[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Bea forgot to water the fern for a whole week.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Bea has to practice responsibility with a cactus until further notice.,"[u'anger', u'surprise', u'sadness', u'disgust']"
Tara was watching a TV show on the internet.,[]
She hated watching advertisements in the show.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
