,text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
4422,I drove there when he moved away from his wife.,0,0,0,0,0,0,0,0
4423,We moved in together and got married in 2011.,0,1,0,0,1,0,1,1
4424,We got divorced this year.,1,1,1,1,0,1,1,0
4425,Liam needed a new computer.,0,1,0,1,1,1,1,0
4426,He had to decide between a Mac and a PC.,1,1,0,1,0,1,1,0
4427,He went to Bestbuy to check out the computers.,0,1,0,1,1,0,1,1
4428,They had a big sale on PCs.,0,1,0,0,1,0,1,1
4429,Liam decided to go with a PC.,0,1,0,0,1,0,1,1
4430,One day I decided I wanted to become a professional baseball player.,0,1,0,0,1,0,0,1
4431,I joined a local baseball team so I could learn how to play baseball.,0,1,0,1,1,1,1,1
4432,I practiced baseball every day so I would get better.,0,1,0,0,1,0,0,1
4433,I ate healthy food and slept so I would get better at baseball.,0,1,0,0,1,0,1,1
4434,After all of my hard work I became a professional baseball player!,0,1,0,0,1,0,1,1
4435,"As a child, I always feared the monsters under my bed.",0,1,1,1,0,1,1,1
4436,Now my children fear those same monsters under their own beds.,0,1,1,1,0,1,0,0
4437,But today I solved the problem by destroying the monsters' homes.,0,1,0,1,1,0,1,1
4438,I installed a chest of drawers under each bed.,0,1,0,1,1,0,0,1
4439,No one is afraid of a monster that lives in an underwear drawer.,0,0,0,0,0,0,0,0
4440,My wife buys six bananas at a time.,0,1,0,0,1,0,1,1
4441,She vows to eat them but never eats more than three.,1,1,1,0,1,1,1,1
4442,The others get brown and dumped.,1,0,0,0,0,1,0,0
4443,Last week I bought a blender and made smoothies.,0,0,0,0,1,1,1,1
4444,Now we use up all of the bananas.,0,0,0,0,1,0,1,1
4445,Sue kept calling her dog but she was nowhere to be found.,0,1,0,1,0,1,1,0
4446,She walked along the frozen creek calling the dog's name.,0,1,0,1,0,1,1,1
4447,"As she got further from the house, she heard a faint barking.",0,1,0,1,1,1,1,1
4448,The barking got clearer as she got closer to the creek.,1,1,1,1,1,1,1,1
4449,The barking was coming from under the ice where her dog had fallen.,1,1,1,1,0,1,1,1
4450,A woman who was afraid of snakes saw one outside her house.,1,1,1,1,0,1,1,0
4451,She ran and grabbed some gas and coated the snake.,1,1,1,1,0,1,1,0
4452,She set the snake on fire and it slithered into a pile of dried leaves,1,1,1,1,0,1,1,1
4453,"The leaves caught fire which set her house on fire, burnin it down.",1,1,1,1,0,1,1,0
4454,It was the funniest new article I've ever read!,1,1,1,0,0,1,1,0
4455,Timmy wanted to become a painter.,0,1,0,1,1,0,0,1
4456,He bought paint and brushes from the art store.,0,1,0,1,1,0,0,1
4457,He started to draw paintings of still life.,0,1,0,0,1,0,0,1
4458,He eventually became good at painting.,0,1,0,0,1,0,1,1
4459,He sold his work for thousands of dollars.,0,1,0,0,1,0,1,1
4460,Freda wakes up early but decides to let her family sleep in.,0,1,0,0,1,0,0,1
4461,She puts on her running shoes and jogs around the block.,0,1,0,0,1,0,0,1
4462,Freda loves the feeling of a solo run in the early morning.,0,1,0,0,1,0,1,1
4463,She returns home and her family is still sleeping.,1,1,1,1,1,1,1,1
4464,Freda feels happy she got up but allowed them to rest.,0,1,0,0,1,0,1,1
4465,Farad likes to play practical jokes on his friends.,1,1,1,1,1,1,1,1
4466,Farad entered a friends information into Tinder without them knowing.,1,1,0,0,1,0,1,0
4467,The friend was not happy.,1,1,1,1,1,1,1,0
4468,Then the friend met someone through the website.,0,1,0,0,1,1,1,1
4469,Now the friend is getting married and Farad is in the wedding.,0,1,0,0,1,0,1,1
4470,Kim's son was forever losing his eyeglasses.,1,1,1,1,0,1,1,0
4471,She had tried making him put them in their case.,0,0,0,0,0,0,0,0
4472,She bought straps to keep them on his neck.,1,0,1,1,1,0,0,0
4473,He was still losing the glasses though.,1,1,1,1,0,1,1,1
4474,Kim finally bought a couple extra pairs so she had some waiting.,0,1,1,0,1,0,1,1
4475,Jerry felt his left foot turning numb.,1,1,1,1,0,1,1,0
4476,He was hiking in the wilderness in the middle of winter.,1,1,1,1,0,1,1,1
4477,His left boot was leaking water.,1,1,1,1,0,1,1,1
4478,He quickly tapped his boot with duct tape.,1,1,0,0,1,1,1,1
4479,Jerry's foot was able to stay dry for the rest of the trip.,0,0,0,0,1,0,1,0
4480,Chris had been wanting to change jobs for months.,0,0,0,0,1,1,1,1
4481,He finally got the courage to quit his job.,0,1,1,0,1,1,1,1
4482,He wasn't sure what he was going to do.,0,1,0,1,0,0,1,1
4483,He went on several interviews.,1,1,1,1,1,1,1,1
4484,He finally found his dream job.,0,1,0,0,1,0,1,1
4485,Cindy is very tired.,0,1,0,0,0,1,0,0
4486,Her children will not take a nap.,1,1,1,0,1,1,0,0
4487,Cindy decided to take the kids to the park.,1,1,0,1,1,1,1,0
4488,They played until they were tired.,1,1,1,1,1,1,1,1
4489,Now they are all taking naps.,0,0,0,0,1,0,0,1
4490,It took us three days to climb the mountain.,0,1,0,1,1,1,0,1
4491,As we neared the top we found a place to make camp.,0,0,0,0,0,0,0,0
4492,We layed down our gear and decided to check the view.,0,1,0,0,1,0,1,1
4493,Above the trees on a rocky hill we stood.,0,0,0,0,0,0,0,0
4494,The whole valley lay out before us in all its beauty.,0,1,0,0,1,0,1,1
4495,While Tim and Barry were outside they found a big empty box.,0,1,0,1,1,0,1,1
4496,It looked like a good box to make a fort out of.,0,1,0,0,1,0,1,1
4497,They carried the box all the way to Tim's house.,1,1,1,1,1,1,1,1
4498,"After they cut the door for the box, a bird flew in.",1,1,0,1,1,0,1,1
4499,"When Barry came in the fort, the bird sat on his shoulder.",0,1,0,0,1,0,1,1
4500,The nation had been obsessed with the new show all summer.,0,0,0,0,0,0,0,0
4501,It was time for the finale!,0,0,0,0,0,0,0,0
4502,The plot took twists and turns.,0,0,0,0,0,0,0,0
4503,The ending was something no one had expected!,0,0,0,0,0,0,0,0
4504,The viewers hoped there would be a season 2.,0,1,0,1,1,0,1,1
4505,Jane was a substitute teacher.,0,1,0,0,1,1,0,1
4506,She had to teach a first grade class.,0,1,1,1,1,0,1,1
4507,One of the kids kept eating glue.,1,1,1,1,0,1,1,0
4508,Jane kept making him stop.,1,1,1,1,1,1,1,0
4509,He had a giant freakout over it each time.,1,1,1,1,0,1,1,0
4510,Mark was going to a local beekeeper to get some fresh honey.,0,1,0,0,1,0,1,1
4511,Once he got there the beekeeper asked if Mark would like a tour.,0,1,1,0,1,0,1,1
4512,Mark decided the tour would be an awesome start to the day.,0,1,0,0,1,0,1,0
4513,The beekeeper showed him the entire facility.,0,1,0,0,1,0,1,1
4514,Mark went home and told his family about the experience.,0,1,0,0,1,0,1,1
4515,Bob was playing league of legends.,0,1,0,0,1,0,0,0
4516,He was losing every game.,1,0,1,0,0,1,1,0
4517,Bob kept swearing at his teammates.,1,1,1,1,0,1,1,0
4518,His teammates reported him after the game.,1,0,1,1,1,1,1,1
4519,Bob was banned from the game for a month afterwards.,1,0,1,0,1,1,1,0
4520,Derek was very sad.,0,1,0,0,1,1,1,1
4521,His first surfboard seemed to be a total waste of money.,1,0,1,1,0,1,1,0
4522,He had tried and tried to ride a wave.,1,1,1,1,1,1,1,1
4523,This was his last attempt as he paddled with the wave.,1,1,0,1,1,1,1,1
4524,"He stood and it all came together, he was riding the wave.",0,1,0,0,1,0,1,1
4525,My first date was when i was eighteen years old.,0,1,0,1,1,1,1,0
4526,It was with my first boyfriend.,0,1,0,1,1,0,1,1
4527,We watched movie first.,0,1,0,1,1,0,1,1
4528,Then we ate in a restaurant.,0,1,0,0,1,0,0,1
4529,After that he took me to a small zoo and it's amazing for me.,0,1,0,1,1,1,1,1
4530,Tim was in his school's spelling bee.,0,1,0,1,1,0,0,1
4531,He had a pretty good chance to win.,0,1,0,1,1,0,0,1
4532,He started getting nervous toward the end.,0,1,0,1,0,1,0,0
4533,Yet he was skilled enough for it not to matter.,0,1,0,1,1,0,1,1
4534,Tim easily took first place.,0,1,0,0,1,0,1,1
4535,Jasmine always wanted to be a Broadway star.,0,1,0,0,1,0,0,1
4536,She practiced singing and dancing every day.,0,1,0,1,1,0,0,1
4537,"One day, she finally got to audition for a big show.",0,1,0,1,1,0,1,0
4538,Jasmine didn't get a part in the show.,1,1,1,1,0,1,1,0
4539,She learned that you can't always get what you want.,1,1,0,0,1,1,1,1
4540,Gina was taking the posters out of a magazine she bought.,0,0,0,0,0,0,0,0
4541,She found there were only four posters.,1,0,1,0,1,1,1,0
4542,The front of the magazine promised eight.,1,1,1,0,0,1,1,0
4543,"Gina unfolded one, and discovered they were double sided.",1,1,0,0,1,1,1,0
4544,Gina now had to choose which of the two she liked more.,0,1,0,0,1,0,1,1
4545,There was a sale on potatoes at Lindsay's local grocery store.,0,1,0,0,1,0,1,1
4546,Lindsay bought two bags of potatoes.,0,1,0,0,1,0,0,0
4547,She forgot about the potatoes.,1,0,1,1,1,1,1,1
4548,The potatoes went bad.,1,1,0,1,0,1,1,0
4549,Lindsay ended up throwing away the potatoes she bought.,1,0,1,0,0,1,0,0
4550,Karina just got new blocks to play with.,0,1,0,0,1,0,0,0
4551,Karina loves to play with blocks.,0,1,0,0,1,0,1,1
4552,Today took her blocks out of the toy box.,0,1,0,0,1,0,1,1
4553,Karina played with the blocks for at least an hour before bed.,0,1,0,0,1,0,0,1
4554,Karina was tired from concentrating on the blocks.,1,1,1,1,1,1,1,0
4555,Ted wanted a new alarm clock.,0,0,0,0,0,0,0,0
4556,He could never hear his alarm clock.,1,1,1,0,0,1,1,0
4557,He slept in late too many times.,1,1,1,1,0,1,1,0
4558,He went to the store and bought a huge one.,0,1,0,0,1,0,1,1
4559,He finally was early to something.,0,1,0,0,1,0,1,1
4560,Zeke wanted to become the senator of Texas.,0,1,0,1,1,0,1,1
4561,He decided to major in political science at university.,0,1,0,0,1,0,0,1
4562,"After he graduated, he got a job as the secretary to a senator.",0,1,0,0,1,0,1,1
4563,The senator retired and Zeke decided to run for election.,0,1,0,1,1,0,1,1
4564,Zeke won the election and was finally the senator of Texas.,0,1,0,0,1,0,1,1
4565,Tammy was taking dance lessons and wanted to show off.,0,1,0,0,1,0,0,1
4566,She called her friends up and arranged a date night.,0,1,0,0,1,0,1,1
4567,"Arriving at the bar, she didn't like the music and asked to change it.",1,1,1,0,0,0,1,0
4568,"After the new music came on, Tammy got on the dance floor to show off.",0,1,0,0,1,0,1,1
4569,"Shortly after, everyone in the bar joined her on the floor.",0,1,0,0,1,0,1,1
4570,Tom was watching basketball with his friend Jamal.,0,1,0,0,1,0,1,1
4571,They decided to go outside and try to dunk like they do on TV.,0,1,0,0,1,0,1,1
4572,Jamal got his first dunk in easily.,0,1,0,0,1,0,1,1
4573,"Tom now tried and hit the rim hard, and fell harder.",1,0,1,1,1,1,1,1
4574,"Tom hurt his ankle, and found out the hard way it's not easy to dunk.",1,1,1,1,1,1,1,0
4575,Longshanks Jerb was a hermit.,0,0,0,0,0,0,0,0
4576,He lived alone on a mountain in exile.,0,0,0,0,0,0,0,0
4577,One day a group of kids finally managed to pry his secret from him.,1,1,0,1,1,0,1,0
4578,They asked why he was in exile.,1,1,1,1,0,1,1,1
4579,His response was only that he hurt someone he loved.,1,0,1,1,0,1,0,0
4580,Timmy told a lie.,0,1,1,1,0,1,0,0
4581,He told his mom that his sister took the last muffin.,1,1,1,1,1,1,1,1
4582,But he thought it was okay because his mom didn't know.,0,1,0,1,1,1,0,0
4583,"But then his sister told on him, and his mom knew he was lying.",1,1,1,1,1,1,1,1
4584,Now he is grounded for a week.,1,1,1,1,0,1,1,1
4585,A large storm blew through town.,0,0,0,0,0,0,0,0
4586,The wind was so strong it uprooted a large maple tree.,0,0,0,0,0,0,0,0
4587,The tree fell over on the bridge into town.,0,0,0,0,0,0,0,0
4588,The bridge collapsed from the tree.,0,0,0,0,0,0,0,0
4589,Later an engineer determined that it could not be repaired at all.,1,1,1,1,0,1,1,0
4590,It was a perfect fall day in North Carolina for doing work outdoors.,0,0,0,0,0,0,0,0
4591,The sky was clear and temperature was just nice.,0,0,0,0,0,0,0,0
4592,"Al and his son, Bob, decided to build a greenhouse.",0,1,0,0,1,0,0,1
4593,They would need it for their vegetables in winter.,1,1,0,0,1,1,1,1
4594,They accomplished a good deal of work by the end of the day.,0,1,0,0,1,0,1,1
4595,Daniel collected magnets everywhere he went.,0,1,0,0,1,0,1,1
4596,He had a huge collection at home.,0,1,0,0,1,0,0,0
4597,His fridge and doors were covered and he had more still.,0,1,0,0,1,0,1,1
4598,Daniel began to wonder if anyone had ever collected so many magnets.,0,1,0,0,1,0,1,0
4599,"After counting them, he found that he had set a world record.",0,1,0,0,1,0,1,1
4600,My brother was set to graduate college so we all went to visit.,0,1,0,0,1,0,1,1
4601,The road trip was very long but definitely worth it.,0,1,0,0,1,0,0,0
4602,He asked how our trip was and we said it was fine.,0,1,0,0,1,0,1,1
4603,The next day we all met up at the stadium where it was being held.,0,1,0,0,1,0,1,0
4604,We got lots of pictures of him graduating.,0,1,0,0,1,0,1,1
4605,I've always wanted a new pool.,0,0,0,0,0,0,0,0
4606,I've contacted a pool company and they gave me the build plans.,0,1,0,0,1,0,1,1
4607,The pool company arrived and started working on it.,0,0,0,0,0,0,0,0
4608,Finally they were finished making my pool after a week.,0,1,0,0,1,0,1,1
4609,"The pool requires a lot of maintenance ,but was completely worth it.",0,0,0,0,1,0,0,1
4610,Ben liked to compete with his dog in Schutzhund tests.,0,1,0,0,1,0,0,1
4611,"He had trained Nero, his Rottweiler, for over a year.",0,1,0,1,1,0,1,1
4612,Today was Nero's first test.,0,1,0,1,1,0,1,1
4613,Nero was startled at first but then enjoyed every minute of the test.,0,1,0,1,1,0,1,1
4614,"Nero came in second place, pleasing Ben enormously.",0,1,0,0,1,1,1,1
4615,Bea begged her mom for a puppy.,1,1,1,1,1,1,0,1
4616,Bea's mom gave her a fern instead.,1,1,1,1,0,1,1,0
4617,"Her mom said that if Bea took good care of the fern, she'd get a dog.",0,1,0,1,1,1,1,1
4618,Bea forgot to water the fern for a whole week.,1,1,1,1,0,1,1,0
4619,Bea has to practice responsibility with a cactus until further notice.,1,0,1,0,0,1,1,0
4620,Tara was watching a TV show on the internet.,0,0,0,0,0,0,0,0
4621,She hated watching advertisements in the show.,1,1,1,0,0,1,1,0
4622,She purchased a premium account on the website.,1,1,1,0,1,0,0,1
4623,She was happy she did not get ads anymore.,0,0,0,0,1,0,1,1
4624,She watched her favorite TV show the entire afternoon.,0,1,0,0,1,0,1,1
4625,Mary always took the garbage to the dumpster in the alley.,0,0,0,0,0,0,0,0
4626,One day she saw a dead mouse rotting near the dumpster.,0,0,1,1,0,1,1,0
4627,"She was so startled, she almost dropped the garbage bags.",0,0,1,1,0,1,1,0
4628,She brought the garbage bags back into the house.,1,0,1,1,0,1,1,0
4629,Mary made her husband take the garbage out instead.,0,1,1,1,0,1,1,1
4630,Gerald was watching his favorite streamer on twitch.,0,1,0,0,1,0,0,1
4631,Gerald suddenly had the urge to make a podcast.,0,1,0,0,1,0,0,0
4632,He went to store and bought a number of microphones.,0,1,0,1,1,0,1,1
4633,He set up his computer and microphones and called all his friends.,0,1,0,1,1,0,1,1
4634,"Together, they all made a funny podcast that got a lot of views.",0,1,0,0,1,0,1,1
4635,Shauna and Ryan are always competing for the highest grade in class.,1,1,1,1,1,1,1,1
4636,They have always been rivals in school.,1,1,1,1,1,1,1,1
4637,Last year Ryan had the highest marks.,1,1,1,1,1,1,1,1
4638,"After the results were posted, Shauna let out a squeal.",1,1,1,1,1,1,1,1
4639,She finally won.,0,1,0,0,1,0,1,1
4640,Sandra was sitting on her new porch.,0,1,0,0,1,1,1,1
4641,She'd just built her new house and it was her favorite feature.,0,1,0,0,1,1,0,1
4642,She sat out front and waved when people walked by.,0,1,0,0,1,0,0,1
4643,She got to know all her new neighbors.,0,0,0,0,1,0,0,1
4644,She felt at home in her new community.,0,1,0,0,1,0,0,1
4645,Orion was self-conscious about his nose.,1,1,1,1,1,1,1,1
4646,His friend Doug had taunted him for having a large nose.,1,1,1,1,1,1,1,0
4647,Orion wanted to get back at Doug somehow.,1,1,1,1,0,1,1,0
4648,He told Doug that Doug's nose was too small.,1,1,1,1,1,1,1,1
4649,"Doug stormed off, embarrassed.",1,0,1,1,0,1,1,0
4650,Tina was taking a bath.,0,0,0,0,0,0,0,0
4651,"All of a sudden, the electricity in her house turned off.",1,0,1,1,0,1,1,0
4652,"Since the bathroom was dark, she was freaking out.",1,1,1,1,0,1,1,0
4653,She ended up tripping on the tub since she couldn't see well.,1,1,1,1,0,1,1,0
4654,Eventually the power turned back on and she got up.,1,1,1,1,1,1,1,1
4655,Dennis taped a trash bag over his broken window.,0,1,1,1,1,1,1,0
4656,The trash bag blew off in the wind.,1,0,0,0,0,1,1,0
4657,Rain got in through the broken window.,1,1,1,1,1,1,1,1
4658,The carpet grew mildew.,1,0,1,1,0,1,1,0
4659,Dennis had to replace the carpet.,1,1,1,0,0,1,1,0
4660,Sam woke up for school and got dressed.,0,1,0,0,1,0,0,0
4661,He grabbed his jeans like any other day.,0,0,0,0,1,0,0,0
4662,When he got to school everyone laughed.,1,0,1,0,0,1,0,0
4663,He wasn't sure what they were laughing at.,0,1,1,1,0,0,1,0
4664,He looked in the mirror and saw he was wearing the wrong jeans.,1,1,1,1,1,1,1,1
4665,Tim was invited to a party.,0,1,0,0,1,0,1,1
4666,He had never gone to one before.,0,1,0,1,1,0,1,1
4667,Once there everyone convinced him to drink.,0,1,1,1,1,0,1,1
4668,Tim drank more than he could handle.,0,1,1,1,1,1,1,1
4669,He threw up and called it an early night.,0,0,1,0,0,0,1,0
4670,Mike bought some soda at the store in the summer.,0,0,0,0,0,0,0,0
4671,He went home but forgot to take the soda out and it exploded all over.,1,0,1,0,0,1,1,0
4672,He was supposed to go on a date and didn't want to cancel.,1,1,1,1,0,0,1,0
4673,He decided he would just cover up the mess with towels.,1,1,1,1,0,1,1,0
4674,his date was a disaster anyways and he laughed about it all.,0,1,0,0,1,0,1,0
4675,The family took a trip to Amish Country.,0,1,0,0,1,0,0,1
4676,They shopped at lots of interesting stores.,0,1,0,0,1,0,0,1
4677,They learned a lot about their history.,0,1,0,0,1,0,1,1
4678,"At the end of their tour, they bought a beautiful table.",0,0,0,0,1,0,0,0
4679,It was an enjoyable trip!,0,0,0,0,1,0,0,0
4680,Amy was convinced she was going to catch a giant fish.,0,1,0,0,1,0,0,1
4681,She was going fishing for the first time since she was a kid.,0,1,0,0,1,0,0,1
4682,She had bought a new rod and reel.,0,1,1,1,1,1,1,1
4683,She got a bit on her first cast!,0,1,0,0,1,0,1,1
